model,strategy,fam,epoch,train_loss,valid_loss,valid_f1,test_f1
UFold,randS400,tmRNA,82.0,0.0829,0.7597,0.8071,
UFold,randS400,tmRNA,83.0,0.084,0.8391,0.8125,
UFold,randS400,tmRNA,84.0,0.0852,0.8495,0.7787,0.3669138146745782
UFold,randS400,tmRNA,85.0,0.0829,1.0968,0.7647,
UFold,randS400,tmRNA,86.0,0.0879,0.4966,0.8024,
UFold,randS400,tmRNA,87.0,0.0837,0.9411,0.7674,
UFold,randS400,tmRNA,88.0,0.0839,0.5835,0.8052,
UFold,randS400,tmRNA,89.0,0.0844,0.8285,0.7927,0.3857954513180463
UFold,randS400,tmRNA,90.0,0.0824,0.7396,0.8087,
UFold,randS400,tmRNA,91.0,0.0838,0.9238,0.7956,
UFold,randS400,tmRNA,92.0,0.0813,0.8973,0.7926,
UFold,randS400,tmRNA,93.0,0.0831,0.8772,0.8015,
UFold,randS400,tmRNA,94.0,0.085,0.9163,0.7669,0.3456214114712761
UFold,randS400,tmRNA,95.0,0.0836,1.0761,0.7041,
UFold,randS400,tmRNA,96.0,0.0825,1.0883,0.7487,
UFold,randS400,tmRNA,97.0,0.0809,0.9903,0.7997,
UFold,randS400,tmRNA,98.0,0.0839,0.7169,0.7936,
UFold,randS400,tmRNA,99.0,0.0821,1.1183,0.7738,0.3883118155361237
UFold,randS400,RNaseP,0.0,0.4576,0.3672,0.4869,0.3840852678409692
UFold,randS400,RNaseP,1.0,0.3242,0.3174,0.6045,
UFold,randS400,RNaseP,2.0,0.2707,0.301,0.5988,
UFold,randS400,RNaseP,3.0,0.2414,0.2915,0.6048,
UFold,randS400,RNaseP,4.0,0.2248,0.3264,0.6402,0.4168879376198247
UFold,randS400,RNaseP,5.0,0.2083,0.2596,0.6782,
UFold,randS400,RNaseP,6.0,0.1867,0.4613,0.6575,
UFold,randS400,RNaseP,7.0,0.1864,0.3225,0.6825,
UFold,randS400,RNaseP,8.0,0.1687,0.274,0.6905,
UFold,randS400,RNaseP,9.0,0.1648,0.3338,0.6589,0.4009521122605227
UFold,randS400,RNaseP,10.0,0.1606,0.3463,0.689,
UFold,randS400,RNaseP,11.0,0.1559,0.5534,0.5579,
UFold,randS400,RNaseP,12.0,0.1451,0.8484,0.6227,
UFold,randS400,RNaseP,13.0,0.1421,0.7762,0.5562,
UFold,randS400,RNaseP,14.0,0.1339,0.3167,0.7058,0.4404004421199317
UFold,randS400,RNaseP,15.0,0.1292,0.576,0.7014,
UFold,randS400,RNaseP,16.0,0.1384,0.4443,0.7098,
UFold,randS400,RNaseP,17.0,0.1313,0.6344,0.694,
UFold,randS400,RNaseP,18.0,0.1192,0.579,0.5987,
UFold,randS400,RNaseP,19.0,0.1249,0.5211,0.6842,0.413189967748369
UFold,randS400,RNaseP,20.0,0.1264,0.812,0.6676,
UFold,randS400,RNaseP,21.0,0.1165,1.1926,0.6283,
UFold,randS400,RNaseP,22.0,0.1156,0.3528,0.7562,
UFold,randS400,RNaseP,23.0,0.1162,1.0911,0.6568,
UFold,randS400,RNaseP,24.0,0.1153,1.8055,0.6316,0.4377189479792262
UFold,randS400,RNaseP,25.0,0.1099,1.0216,0.6934,
UFold,randS400,RNaseP,26.0,0.1085,0.4494,0.6948,
UFold,randS400,RNaseP,27.0,0.1108,1.0162,0.6849,
UFold,randS400,RNaseP,28.0,0.1092,0.7083,0.6642,
UFold,randS400,RNaseP,29.0,0.111,1.069,0.6812,0.4247148601375435
UFold,randS400,RNaseP,30.0,0.1016,0.4171,0.7045,
UFold,randS400,RNaseP,31.0,0.115,0.7025,0.7125,
UFold,randS400,RNaseP,32.0,0.1015,1.0965,0.6983,
UFold,randS400,RNaseP,33.0,0.0996,1.7149,0.65,
UFold,randS400,RNaseP,34.0,0.1023,1.338,0.6764,0.4147366553612172
UFold,randS400,RNaseP,35.0,0.1035,1.0133,0.6835,
UFold,randS400,RNaseP,36.0,0.103,0.9582,0.6772,
UFold,randS400,RNaseP,37.0,0.0975,1.3747,0.6851,
UFold,randS400,RNaseP,38.0,0.108,0.7401,0.7181,
UFold,randS400,RNaseP,39.0,0.0981,0.9113,0.7445,0.4352949363148877
UFold,randS400,RNaseP,40.0,0.0966,1.3058,0.6944,
UFold,randS400,RNaseP,41.0,0.1095,0.69,0.7311,
UFold,randS400,RNaseP,42.0,0.0989,1.3978,0.7015,
UFold,randS400,RNaseP,43.0,0.0962,1.3916,0.6832,
UFold,randS400,RNaseP,44.0,0.096,1.5566,0.6752,0.4041175050720991
UFold,randS400,RNaseP,45.0,0.0995,1.2481,0.6807,
UFold,randS400,RNaseP,46.0,0.0994,0.7648,0.7248,
UFold,randS400,RNaseP,47.0,0.095,1.408,0.6745,
UFold,randS400,RNaseP,48.0,0.0928,1.5785,0.6603,
UFold,randS400,RNaseP,49.0,0.098,0.671,0.7569,0.408419929803425
UFold,randS400,RNaseP,50.0,0.0964,0.9673,0.7373,
UFold,randS400,RNaseP,51.0,0.0921,1.7126,0.6698,
UFold,randS400,RNaseP,52.0,0.0927,2.1793,0.6644,
UFold,randS400,RNaseP,53.0,0.0963,1.1881,0.6662,
UFold,randS400,RNaseP,54.0,0.0991,1.2842,0.6365,0.4080809968508629
UFold,randS400,RNaseP,55.0,0.0948,1.4547,0.6979,
UFold,randS400,RNaseP,56.0,0.0993,1.0728,0.6918,
UFold,randS400,RNaseP,57.0,0.0921,0.9063,0.7111,
UFold,randS400,RNaseP,58.0,0.0931,1.01,0.726,
UFold,randS400,RNaseP,59.0,0.0935,0.9002,0.7101,0.4662533143553172
UFold,randS400,RNaseP,60.0,0.0919,2.1744,0.6543,
UFold,randS400,RNaseP,61.0,0.092,1.1361,0.7025,
UFold,randS400,RNaseP,62.0,0.093,1.9679,0.7191,
UFold,randS400,RNaseP,63.0,0.0919,0.9316,0.7024,
UFold,randS400,RNaseP,64.0,0.0927,2.0453,0.6725,0.392447895595182
UFold,randS400,RNaseP,65.0,0.0909,1.8003,0.6853,
UFold,randS400,RNaseP,66.0,0.0905,2.005,0.6698,
UFold,randS400,RNaseP,67.0,0.1005,1.2389,0.7337,
UFold,randS400,RNaseP,68.0,0.0922,1.4151,0.6962,
UFold,randS400,RNaseP,69.0,0.0948,1.2576,0.6813,0.4111758624986646
UFold,randS400,RNaseP,70.0,0.0892,0.9649,0.7821,
UFold,randS400,RNaseP,71.0,0.0884,0.9145,0.7426,
UFold,randS400,RNaseP,72.0,0.0942,0.9631,0.7179,
UFold,randS400,RNaseP,73.0,0.0899,1.4133,0.6843,
UFold,randS400,RNaseP,74.0,0.0865,2.7221,0.6471,0.3790952113485284
UFold,randS400,RNaseP,75.0,0.0883,1.4829,0.6747,
UFold,randS400,RNaseP,76.0,0.0926,1.6195,0.7153,
UFold,randS400,RNaseP,77.0,0.0901,1.5234,0.7078,
UFold,randS400,RNaseP,78.0,0.0893,2.4191,0.625,
UFold,randS400,RNaseP,79.0,0.0932,1.3728,0.7257,0.419548553732822
UFold,randS400,RNaseP,80.0,0.0886,1.8992,0.6827,
UFold,randS400,RNaseP,81.0,0.0864,2.0036,0.7279,
UFold,randS400,RNaseP,82.0,0.0888,2.376,0.6656,
UFold,randS400,RNaseP,83.0,0.0877,1.3202,0.7078,
UFold,randS400,RNaseP,84.0,0.0907,0.7609,0.7582,0.4222320153917576
UFold,randS400,RNaseP,85.0,0.0925,1.2514,0.7474,
UFold,randS400,RNaseP,86.0,0.0876,1.8981,0.6959,
UFold,randS400,RNaseP,87.0,0.0875,1.6504,0.7413,
UFold,randS400,RNaseP,88.0,0.088,2.7399,0.6793,
UFold,randS400,RNaseP,89.0,0.0891,0.8771,0.75,0.4032562730323574
UFold,randS400,RNaseP,90.0,0.0893,1.6003,0.7204,
UFold,randS400,RNaseP,91.0,0.086,1.242,0.7706,
UFold,randS400,RNaseP,92.0,0.0874,1.1638,0.7372,
UFold,randS400,RNaseP,93.0,0.09,1.1008,0.7364,
UFold,randS400,RNaseP,94.0,0.0881,2.5263,0.6582,0.4434358225027283
UFold,randS400,RNaseP,95.0,0.0876,1.9045,0.7137,
UFold,randS400,RNaseP,96.0,0.0859,2.9821,0.6913,
UFold,randS400,RNaseP,97.0,0.0861,2.0475,0.7425,
UFold,randS400,RNaseP,98.0,0.0871,2.0073,0.7149,
UFold,randS400,RNaseP,99.0,0.0881,1.6308,0.675,0.3953212747062957
UFold,randS400,16s,0.0,0.3539,0.2843,0.6103,0.3669207108019338
UFold,randS400,16s,1.0,0.2194,0.2498,0.5523,
UFold,randS400,16s,2.0,0.1932,0.232,0.6836,
UFold,randS400,16s,3.0,0.1665,0.3062,0.6612,
UFold,randS400,16s,4.0,0.1527,0.2021,0.6729,0.3653151193510129
UFold,randS400,16s,5.0,0.149,0.2146,0.7402,
UFold,randS400,16s,6.0,0.1314,0.2953,0.6911,
UFold,randS400,16s,7.0,0.1335,0.2271,0.7368,
UFold,randS400,16s,8.0,0.1224,0.4132,0.7266,
UFold,randS400,16s,9.0,0.1134,0.2156,0.7322,0.3165332185810935
UFold,randS400,16s,10.0,0.1133,0.321,0.7389,
UFold,randS400,16s,11.0,0.1156,0.1866,0.7532,
UFold,randS400,16s,12.0,0.1051,0.2123,0.7493,
UFold,randS400,16s,13.0,0.1077,0.3677,0.7148,
UFold,randS400,16s,14.0,0.1042,0.3576,0.7368,0.3842343572186439
UFold,randS400,16s,15.0,0.0939,0.4532,0.74,
UFold,randS400,16s,16.0,0.1002,0.4162,0.7659,
UFold,randS400,16s,17.0,0.097,0.3577,0.7619,
UFold,randS400,16s,18.0,0.0903,0.2823,0.7925,
UFold,randS400,16s,19.0,0.0928,0.2958,0.7678,0.3832756438974944
UFold,randS400,16s,20.0,0.0989,0.7361,0.7036,
UFold,randS400,16s,21.0,0.0909,0.3504,0.7818,
UFold,randS400,16s,22.0,0.0873,0.5682,0.7447,
UFold,randS400,16s,23.0,0.0907,0.4553,0.7738,
UFold,randS400,16s,24.0,0.088,0.3755,0.7809,0.3235088655301685
UFold,randS400,16s,25.0,0.0897,0.4372,0.7801,
UFold,randS400,16s,26.0,0.0858,0.5753,0.7482,
UFold,randS400,16s,27.0,0.0967,0.2893,0.7858,
UFold,randS400,16s,28.0,0.084,0.6804,0.7422,
UFold,randS400,16s,29.0,0.0832,0.4442,0.785,0.3689258443327141
UFold,randS400,16s,30.0,0.0835,0.4191,0.7832,
UFold,randS400,16s,31.0,0.0859,0.4516,0.7834,
UFold,randS400,16s,32.0,0.0847,0.5307,0.764,
UFold,randS400,16s,33.0,0.0822,0.3971,0.8069,
UFold,randS400,16s,34.0,0.0848,0.3251,0.7771,0.3505683237526846
UFold,randS400,16s,35.0,0.0891,0.382,0.7968,
UFold,randS400,16s,36.0,0.0852,0.6518,0.7234,
UFold,randS400,16s,37.0,0.0811,0.6883,0.6922,
UFold,randS400,16s,38.0,0.0836,0.3644,0.808,
UFold,randS400,16s,39.0,0.0797,0.3855,0.8107,0.4049214426976908
UFold,randS400,16s,40.0,0.0822,0.4773,0.8096,
UFold,randS400,16s,41.0,0.0795,0.3366,0.7822,
UFold,randS400,16s,42.0,0.0848,0.4244,0.7835,
UFold,randS400,16s,43.0,0.0785,0.6189,0.785,
UFold,randS400,16s,44.0,0.0794,0.5494,0.8075,0.3733232745247495
UFold,randS400,16s,45.0,0.0809,0.7791,0.7856,
UFold,randS400,16s,46.0,0.0793,0.8401,0.7637,
UFold,randS400,16s,47.0,0.0786,0.4021,0.807,
UFold,randS400,16s,48.0,0.0797,0.9424,0.7309,
UFold,randS400,16s,49.0,0.0801,0.7821,0.7354,0.3619178627320481
UFold,randS400,16s,50.0,0.0782,0.9983,0.7385,
UFold,randS400,16s,51.0,0.0789,0.5193,0.7792,
UFold,randS400,16s,52.0,0.0789,0.4358,0.7869,
UFold,randS400,16s,53.0,0.0778,0.8709,0.7673,
UFold,randS400,16s,54.0,0.0777,0.8673,0.7705,0.3665953087110242
UFold,randS400,16s,55.0,0.0787,1.3584,0.7044,
UFold,randS400,16s,56.0,0.0806,0.4177,0.8072,
UFold,randS400,16s,57.0,0.0769,0.674,0.8141,
UFold,randS400,16s,58.0,0.076,1.0353,0.7601,
UFold,randS400,16s,59.0,0.0777,0.6738,0.7955,0.3496952012965956
UFold,randS400,16s,60.0,0.0788,0.6067,0.7888,
UFold,randS400,16s,61.0,0.0767,0.6576,0.8215,
UFold,randS400,16s,62.0,0.0762,0.5095,0.8213,
UFold,randS400,16s,63.0,0.0781,0.4601,0.821,
UFold,randS400,16s,64.0,0.075,0.7597,0.7722,0.3476479244414849
UFold,randS400,16s,65.0,0.0757,0.5683,0.8208,
UFold,randS400,16s,66.0,0.0772,0.5879,0.7955,
UFold,randS400,16s,67.0,0.0794,0.4162,0.8121,
UFold,randS400,16s,68.0,0.0769,0.818,0.7576,
UFold,randS400,16s,69.0,0.0754,0.7487,0.7808,0.3705441299484883
UFold,randS400,16s,70.0,0.0775,0.6725,0.8118,
UFold,randS400,16s,71.0,0.0751,0.8042,0.7888,
UFold,randS400,16s,72.0,0.0752,1.0415,0.7327,
UFold,randS400,16s,73.0,0.0775,0.3694,0.7596,
UFold,randS400,16s,74.0,0.0764,0.8951,0.7747,0.3630513947149744
UFold,randS400,16s,75.0,0.0747,0.9557,0.7932,
UFold,randS400,16s,76.0,0.075,0.5091,0.7576,
UFold,randS400,16s,77.0,0.076,0.7871,0.7948,
UFold,randS400,16s,78.0,0.0769,0.8106,0.8021,
UFold,randS400,16s,79.0,0.0768,0.9455,0.7722,0.3567933507834373
UFold,randS400,16s,80.0,0.0735,0.821,0.7798,
UFold,randS400,16s,81.0,0.0754,0.7558,0.798,
UFold,randS400,16s,82.0,0.0753,1.3206,0.7361,
UFold,randS400,16s,83.0,0.0743,0.7162,0.793,
UFold,randS400,16s,84.0,0.0749,0.7341,0.8163,0.3790230839913163
UFold,randS400,16s,85.0,0.0735,0.9958,0.7492,
UFold,randS400,16s,86.0,0.0754,1.1236,0.7608,
UFold,randS400,16s,87.0,0.0775,1.2403,0.7089,
UFold,randS400,16s,88.0,0.0746,0.9108,0.8052,
UFold,randS400,16s,89.0,0.0733,0.8776,0.7938,0.3172327803435624
UFold,randS400,16s,90.0,0.0732,1.3058,0.7413,
UFold,randS400,16s,91.0,0.0761,0.8658,0.8026,
UFold,randS400,16s,92.0,0.0751,0.8383,0.8137,
UFold,randS400,16s,93.0,0.0736,2.1072,0.7034,
UFold,randS400,16s,94.0,0.075,0.9653,0.7944,0.3532857548683458
UFold,randS400,16s,95.0,0.0772,1.1579,0.7637,
UFold,randS400,16s,96.0,0.0732,0.7469,0.7928,
UFold,randS400,16s,97.0,0.0781,0.7013,0.7754,
UFold,randS400,16s,98.0,0.0738,0.4321,0.8238,
UFold,randS400,16s,99.0,0.0729,0.9638,0.7905,0.3514900029192754
UFold,randS400,telomerase,0.0,0.4251,0.3455,0.5037,0.1453240306660071
UFold,randS400,telomerase,1.0,0.2945,0.3453,0.5733,
UFold,randS400,telomerase,2.0,0.2521,0.2646,0.6315,
UFold,randS400,telomerase,3.0,0.2196,0.3799,0.6189,
UFold,randS400,telomerase,4.0,0.2118,0.3236,0.5465,0.2199691296652773
UFold,randS400,telomerase,5.0,0.1992,0.2934,0.6596,
UFold,randS400,telomerase,6.0,0.1775,0.2678,0.6894,
UFold,randS400,telomerase,7.0,0.1799,0.2387,0.6732,
UFold,randS400,telomerase,8.0,0.1569,0.4048,0.6178,
UFold,randS400,telomerase,9.0,0.1572,0.301,0.6416,0.2437246783562755
UFold,randS400,telomerase,10.0,0.1568,0.4027,0.6988,
UFold,randS400,telomerase,11.0,0.1397,0.2973,0.7286,
UFold,randS400,telomerase,12.0,0.1333,0.3328,0.6258,
UFold,randS400,telomerase,13.0,0.1356,0.6669,0.6504,
UFold,randS400,telomerase,14.0,0.1285,0.2808,0.7254,0.2498107552170384
UFold,randS400,telomerase,15.0,0.1305,0.5223,0.7209,
UFold,randS400,telomerase,16.0,0.1172,0.4836,0.6795,
UFold,randS400,telomerase,17.0,0.1333,0.2865,0.7272,
UFold,randS400,telomerase,18.0,0.1235,0.3225,0.7547,
UFold,randS400,telomerase,19.0,0.1083,0.5471,0.7364,0.1964014610368774
UFold,randS400,telomerase,20.0,0.1078,0.3851,0.7499,
UFold,randS400,telomerase,21.0,0.113,0.5996,0.7461,
UFold,randS400,telomerase,22.0,0.1047,0.7149,0.7463,
UFold,randS400,telomerase,23.0,0.1101,0.842,0.6861,
UFold,randS400,telomerase,24.0,0.1111,0.3568,0.7375,0.1928635813136983
UFold,randS400,telomerase,25.0,0.1026,0.7083,0.718,
UFold,randS400,telomerase,26.0,0.1084,0.9778,0.6536,
UFold,randS400,telomerase,27.0,0.0996,0.4705,0.7475,
UFold,randS400,telomerase,28.0,0.1002,0.8903,0.7006,
UFold,randS400,telomerase,29.0,0.096,1.4034,0.6937,0.1994622901831785
UFold,randS400,telomerase,30.0,0.1136,1.1063,0.6675,
UFold,randS400,telomerase,31.0,0.1031,0.7449,0.733,
UFold,randS400,telomerase,32.0,0.0922,0.708,0.757,
UFold,randS400,telomerase,33.0,0.092,0.7578,0.7014,
UFold,randS400,telomerase,34.0,0.1075,0.3589,0.7714,0.1907489316886732
UFold,randS400,telomerase,35.0,0.0975,0.4847,0.7383,
UFold,randS400,telomerase,36.0,0.0931,0.8701,0.7331,
UFold,randS400,telomerase,37.0,0.0981,0.778,0.7355,
UFold,randS400,telomerase,38.0,0.0937,0.9789,0.686,
UFold,randS400,telomerase,39.0,0.0941,1.0083,0.7069,0.1500092480606318
UFold,randS400,telomerase,40.0,0.0952,0.3357,0.7424,
UFold,randS400,telomerase,41.0,0.0973,0.7477,0.7267,
UFold,randS400,telomerase,42.0,0.0921,1.1626,0.7337,
UFold,randS400,telomerase,43.0,0.0907,0.6946,0.7396,
UFold,randS400,telomerase,44.0,0.0994,0.9128,0.6984,0.169147649336235
UFold,randS400,telomerase,45.0,0.0872,1.0433,0.7332,
UFold,randS400,telomerase,46.0,0.097,1.0843,0.6804,
UFold,randS400,telomerase,47.0,0.088,1.3827,0.6513,
UFold,randS400,telomerase,48.0,0.0887,1.2081,0.7023,
UFold,randS400,telomerase,49.0,0.0852,1.1281,0.7111,0.1653350876002757
UFold,randS400,telomerase,50.0,0.0916,0.6155,0.748,
UFold,randS400,telomerase,51.0,0.0865,0.9604,0.6982,
UFold,randS400,telomerase,52.0,0.0993,0.8174,0.7198,
UFold,randS400,telomerase,53.0,0.0863,0.5624,0.7647,
UFold,randS400,telomerase,54.0,0.0838,1.3102,0.7217,0.1904524207601251
UFold,randS400,telomerase,55.0,0.0864,0.6688,0.7573,
UFold,randS400,telomerase,56.0,0.0906,0.4957,0.7411,
UFold,randS400,telomerase,57.0,0.0941,0.8073,0.7292,
UFold,randS400,telomerase,58.0,0.0859,1.0781,0.7072,
UFold,randS400,telomerase,59.0,0.0828,1.4084,0.7201,0.1940664173296748
UFold,randS400,telomerase,60.0,0.0854,0.9322,0.7218,
UFold,randS400,telomerase,61.0,0.0886,1.2134,0.7266,
UFold,randS400,telomerase,62.0,0.0863,0.7984,0.7561,
UFold,randS400,telomerase,63.0,0.0846,1.3093,0.7133,
UFold,randS400,telomerase,64.0,0.0852,1.822,0.6816,0.2019860383801493
UFold,randS400,telomerase,65.0,0.0857,1.0131,0.7496,
UFold,randS400,telomerase,66.0,0.0841,0.9258,0.7351,
UFold,randS400,telomerase,67.0,0.0884,1.2259,0.6961,
UFold,randS400,telomerase,68.0,0.0872,0.629,0.7626,
UFold,randS400,telomerase,69.0,0.0856,1.2225,0.6609,0.1864885509537979
UFold,randS400,telomerase,70.0,0.0818,0.8595,0.7718,
UFold,randS400,telomerase,71.0,0.0853,0.7608,0.7317,
UFold,randS400,telomerase,72.0,0.0896,0.7822,0.7581,
UFold,randS400,telomerase,73.0,0.0827,0.7044,0.7694,
UFold,randS400,telomerase,74.0,0.0815,1.3042,0.7282,0.1938873244224649
UFold,randS400,telomerase,75.0,0.086,1.0298,0.702,
UFold,randS400,telomerase,76.0,0.0814,0.8401,0.7497,
UFold,randS400,telomerase,77.0,0.0821,1.032,0.7323,
UFold,randS400,telomerase,78.0,0.0832,0.8659,0.7612,
UFold,randS400,telomerase,79.0,0.0871,0.9351,0.7296,0.1860302659691445
UFold,randS400,telomerase,80.0,0.0837,1.295,0.649,
UFold,randS400,telomerase,81.0,0.0818,0.9661,0.7336,
UFold,randS400,telomerase,82.0,0.0834,0.7443,0.7045,
UFold,randS400,telomerase,83.0,0.0837,1.0486,0.7141,
UFold,randS400,telomerase,84.0,0.0795,0.8594,0.7524,0.181936218419547
UFold,randS400,telomerase,85.0,0.0803,1.1314,0.7042,
UFold,randS400,telomerase,86.0,0.0852,0.7073,0.748,
UFold,randS400,telomerase,87.0,0.0817,1.0318,0.7216,
UFold,randS400,telomerase,88.0,0.0812,0.8271,0.7319,
UFold,randS400,telomerase,89.0,0.0836,0.7865,0.7194,0.188373701460841
UFold,randS400,telomerase,90.0,0.0803,1.1762,0.7119,
UFold,randS400,telomerase,91.0,0.0828,0.6719,0.7327,
UFold,randS400,telomerase,92.0,0.0826,0.8582,0.7498,
UFold,randS400,telomerase,93.0,0.0803,0.8589,0.754,
UFold,randS400,telomerase,94.0,0.0802,1.051,0.7122,0.1603210323294055
UFold,randS400,telomerase,95.0,0.0837,1.0378,0.718,
UFold,randS400,telomerase,96.0,0.0786,0.7385,0.6949,
UFold,randS400,telomerase,97.0,0.0819,1.0333,0.7483,
UFold,randS400,telomerase,98.0,0.0791,1.1094,0.7536,
UFold,randS400,telomerase,99.0,0.0802,0.9079,0.7476,0.1622173538939608
UFold,randS400,srp,0.0,0.341,0.2506,0.5857,0.2492613266489974
UFold,randS400,srp,1.0,0.195,0.2961,0.5924,
UFold,randS400,srp,2.0,0.1671,0.2305,0.6958,
UFold,randS400,srp,3.0,0.1462,0.2097,0.717,
UFold,randS400,srp,4.0,0.1426,0.1734,0.7218,0.2511681132069423
UFold,randS400,srp,5.0,0.1214,0.2195,0.736,
UFold,randS400,srp,6.0,0.1197,0.3162,0.7206,
UFold,randS400,srp,7.0,0.1143,0.2607,0.7094,
UFold,randS400,srp,8.0,0.1129,0.1814,0.719,
UFold,randS400,srp,9.0,0.0982,0.3233,0.7311,0.2431078796880746
UFold,randS400,srp,10.0,0.0997,0.2281,0.7354,
UFold,randS400,srp,11.0,0.0938,0.3467,0.753,
UFold,randS400,srp,12.0,0.0973,0.3738,0.7512,
UFold,randS400,srp,13.0,0.0938,0.3974,0.7479,
UFold,randS400,srp,14.0,0.0851,0.3559,0.7749,0.2121637666694346
UFold,randS400,srp,15.0,0.0861,0.3499,0.7633,
UFold,randS400,srp,16.0,0.083,0.6039,0.6905,
UFold,randS400,srp,17.0,0.0909,0.3925,0.7648,
UFold,randS400,srp,18.0,0.0834,0.289,0.7937,
UFold,randS400,srp,19.0,0.0773,1.0733,0.6611,0.2443373300390403
UFold,randS400,srp,20.0,0.087,0.3711,0.7705,
UFold,randS400,srp,21.0,0.0794,0.3926,0.7752,
UFold,randS400,srp,22.0,0.0822,0.4302,0.7904,
UFold,randS400,srp,23.0,0.0754,0.4907,0.7546,
UFold,randS400,srp,24.0,0.0782,0.504,0.7675,0.2630487119277883
UFold,randS400,srp,25.0,0.0752,0.6544,0.7574,
UFold,randS400,srp,26.0,0.0769,0.6103,0.7443,
UFold,randS400,srp,27.0,0.0793,0.3648,0.7714,
UFold,randS400,srp,28.0,0.0777,0.5444,0.7679,
UFold,randS400,srp,29.0,0.0786,0.4012,0.7942,0.2967665442336188
UFold,randS400,srp,30.0,0.0747,0.3646,0.8041,
UFold,randS400,srp,31.0,0.0774,0.4397,0.7882,
UFold,randS400,srp,32.0,0.0734,0.5226,0.7749,
UFold,randS400,srp,33.0,0.075,0.5266,0.7799,
UFold,randS400,srp,34.0,0.0725,0.3301,0.7354,0.22243810404961
UFold,randS400,srp,35.0,0.0725,0.5669,0.791,
UFold,randS400,srp,36.0,0.0694,0.5731,0.7974,
UFold,randS400,srp,37.0,0.0745,0.5519,0.7901,
UFold,randS400,srp,38.0,0.0719,0.7855,0.7532,
UFold,randS400,srp,39.0,0.07,0.6366,0.8045,0.2615521156787807
UFold,randS400,srp,40.0,0.0693,0.5717,0.8145,
UFold,randS400,srp,41.0,0.0784,0.4338,0.7871,
UFold,randS400,srp,42.0,0.0702,0.48,0.7988,
UFold,randS400,srp,43.0,0.0677,0.7794,0.792,
UFold,randS400,srp,44.0,0.0698,0.6862,0.7651,0.2507097755810475
UFold,randS400,srp,45.0,0.0698,1.1409,0.7326,
UFold,randS400,srp,46.0,0.0718,0.8587,0.7265,
UFold,randS400,srp,47.0,0.0718,0.7295,0.7572,
UFold,randS400,srp,48.0,0.069,0.6208,0.7944,
UFold,randS400,srp,49.0,0.0732,0.6867,0.7807,0.2326552211235865
UFold,randS400,srp,50.0,0.07,0.6067,0.7596,
UFold,randS400,srp,51.0,0.0684,0.7855,0.7575,
UFold,randS400,srp,52.0,0.0684,0.8407,0.7881,
UFold,randS400,srp,53.0,0.0678,1.4852,0.6521,
UFold,randS400,srp,54.0,0.0707,0.7753,0.7779,0.2441753720751944
UFold,randS400,srp,55.0,0.0707,0.4967,0.8039,
UFold,randS400,srp,56.0,0.0684,0.5414,0.7992,
UFold,randS400,srp,57.0,0.0728,0.5611,0.7877,
UFold,randS400,srp,58.0,0.0685,0.7612,0.7631,
UFold,randS400,srp,59.0,0.0667,0.8392,0.7797,0.2154583713369938
UFold,randS400,srp,60.0,0.0664,0.6624,0.8042,
UFold,randS400,srp,61.0,0.0668,0.9556,0.7783,
UFold,randS400,srp,62.0,0.0687,0.6557,0.8041,
UFold,randS400,srp,63.0,0.0673,0.7575,0.7938,
UFold,randS400,srp,64.0,0.068,0.5895,0.8092,0.2501255473800207
UFold,randS400,srp,65.0,0.066,1.3476,0.7363,
UFold,randS400,srp,66.0,0.0675,0.5145,0.7928,
UFold,randS400,srp,67.0,0.0673,0.7559,0.7778,
UFold,randS400,srp,68.0,0.0677,0.7084,0.7879,
UFold,randS400,srp,69.0,0.0683,0.8825,0.7821,0.2660549695799192
UFold,randS400,srp,70.0,0.0656,1.3113,0.7363,
UFold,randS400,srp,71.0,0.0671,0.7629,0.7896,
UFold,randS400,srp,72.0,0.0663,0.7791,0.803,
UFold,randS400,srp,73.0,0.0674,0.9261,0.788,
UFold,randS400,srp,74.0,0.0668,0.543,0.8025,0.2436409060424789
UFold,randS400,srp,75.0,0.0672,0.9215,0.7903,
UFold,randS400,srp,76.0,0.0678,0.9303,0.7976,
UFold,randS400,srp,77.0,0.0663,0.7367,0.8047,
UFold,randS400,srp,78.0,0.0661,0.794,0.7972,
UFold,randS400,srp,79.0,0.0663,0.6046,0.8142,0.2162748441886504
UFold,randS400,srp,80.0,0.0658,1.0012,0.7601,
UFold,randS400,srp,81.0,0.0687,0.6021,0.7941,
UFold,randS400,srp,82.0,0.0668,0.5341,0.8091,
UFold,randS400,srp,83.0,0.0663,0.7208,0.8064,
UFold,randS400,srp,84.0,0.0647,1.3138,0.7644,0.2261759337424434
UFold,randS400,srp,85.0,0.0667,0.5541,0.7443,
UFold,randS400,srp,86.0,0.0671,0.7233,0.791,
UFold,randS400,srp,87.0,0.065,1.1786,0.75,
UFold,randS400,srp,88.0,0.0645,2.4062,0.686,
UFold,randS400,srp,89.0,0.0648,1.0864,0.7792,0.213416958039846
UFold,randS400,srp,90.0,0.0657,0.8077,0.7988,
UFold,randS400,srp,91.0,0.0664,0.8172,0.7806,
UFold,randS400,srp,92.0,0.0651,1.2336,0.7626,
UFold,randS400,srp,93.0,0.0653,1.1994,0.7658,
UFold,randS400,srp,94.0,0.0659,0.4917,0.8078,0.2385446788789543
UFold,randS400,srp,95.0,0.0674,0.7639,0.7873,
